"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"20","RL",4.34380542185368,9.12249228140299,"Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CemntBd","CmentBd","Stone",4.94875989037817,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",7.31121838441963,1496,"Ex","Y","SBrkr",7.31121838441963,0,7.31121838441963,0,0,2,0,3,1,"Gd",7,0,"Absent","Attchd",1,"Fin",2,474,"TA","TA","Y",5.12989871492307,4.87519732320115,0,0,"Absent","6","2007","New","Partial",225000
"60","RL",4.18965474202643,9.29035230994557,"IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story",7,5,1994,1996,"Gable","MetalSd","MetalSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.5694814204143,712,"Ex","Y","SBrkr",6.99117688712121,809,7.54750168281497,0,0,2,1,3,1,"Gd",7,1,"TA","Attchd",1,"Fin",2,409,"TA","TA","Y",4.969813299576,3.85014760171006,0,0,"Absent","10","2008","WD","Normal",194500
"60","RL",4.26267987704132,9.03610602536485,"Reg","Lvl","Inside","SawyerW","Norm","1Fam","2Story",6,6,1980,1981,"Gable","HdBoard","HdBoard","BrkFace",4.87519732320115,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",6.47850964220857,650,"TA","Y","SBrkr",6.7900972355139,676,7.35564110297425,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1,"Unf",2,476,"TA","TA","Y",0,3.93182563272433,0,5.32300997913841,"MnPrv","4","2010","WD","Normal",171000
"20","RL",4.27666611901606,9.01164550106428,"Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",5.00394630594546,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.49375383985169,660,"Ex","Y","SBrkr",7.15929190479756,0,7.15929190479756,0,0,1,1,3,1,"TA",7,1,"TA","Attchd",1,"RFn",2,528,"TA","TA","Y",4.93447393313069,0,0,0,"MnPrv","4","2007","WD","Normal",143500
"20","RL",4.06044301054642,8.94611437556074,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1953,1953,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.34738920965601,"Unf",5.31811999384422,773,"Gd","Y","SBrkr",6.65157187358973,0,6.65157187358973,0,0,1,0,2,1,"TA",4,0,"Absent","Attchd",1,"Unf",1,240,"TA","TA","Y",0,0,0,0,"Absent","4","2008","WD","Abnorml",110000
"60","RL",4.65396035015752,9.51185138236441,"Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story",9,5,2008,2009,"Hip","VinylSd","VinylSd","Stone",6.75809450442773,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.56371966841437,1926,"Ex","Y","SBrkr",7.58426481838906,1174,8.05229649953865,0,0,3,1,4,1,"Ex",11,2,"Gd","BuiltIn",1,"Fin",3,820,"TA","TA","Y",4.97673374242057,4.36944785246702,0,0,"Absent","7","2009","New","Partial",485000
"50","RL",4.11087386417331,8.88197518424887,"Reg","Lvl","Corner","SWISU","Feedr","1Fam","1.5Fin",5,7,1937,1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.53338948872752,"TA","TA","BrkTil","Gd","TA","No","ALQ",6.3456363608286,"Unf",5.09375020080676,731,"Ex","Y","SBrkr",6.88959130835447,787,7.47816969415979,1,0,1,1,3,1,"Gd",7,2,"TA","Detchd",1,"Unf",1,240,"TA","TA","Y",0,0,5.57972982598622,0,"MnPrv","6","2007","WD","Normal",175000
"60","RL",4.38202663467388,9.45712232185579,"IR1","HLS","Inside","ClearCr","Feedr","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.13772705408623,"Unf",5.04342511691925,616,"Gd","Y","SBrkr",6.42486902390539,1072,7.4318919168078,1,0,2,1,4,1,"Gd",8,0,"Absent","Attchd",1,"RFn",2,603,"TA","TA","Y",6.00141487796115,4.74493212836325,5.2257466737132,0,"Absent","5","2008","WD","Normal",200000
"30","RM",3.71357206670431,8.47657950853094,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1Story",4,7,1916,1990,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","LwQ",5.28826703069454,"Unf",6.90775527898214,1196,"Ex","Y","FuseA",7.08757370555797,0,7.08757370555797,1,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",2,440,"TA","TA","Y",0,0,0,0,"Absent","7","2007","WD","Normal",109900
"60","RL",4.15888308335967,9.01188943325234,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2005,2005,"Gable","WdShing","Wd Shng","Absent",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.47543271670409,"Unf",4.39444915467244,728,"Ex","Y","SBrkr",6.59167373200866,728,7.2841348061952,1,0,2,1,3,1,"Gd",7,1,"Gd","Attchd",1,"Fin",2,410,"TA","TA","Y",3.61091791264422,2.94443897916644,0,0,"Absent","10","2008","WD","Normal",189000
"60","RL",4.68213122712422,9.53906841386396,"Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story",9,5,2008,2009,"Hip","VinylSd","VinylSd","Stone",6.05208916892442,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",7.45876269238096,1734,"Ex","Y","SBrkr",7.45876269238096,1088,7.94555542825349,0,0,3,1,4,1,"Ex",12,1,"Gd","BuiltIn",1,"RFn",3,1020,"TA","TA","Y",3.97029191355212,5.14166355650266,0,5.26269018890489,"Absent","1","2009","New","Partial",582933
"20","RL",4.33073334028633,9.10509096125709,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1954,1954,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","CBlock","TA","TA","No","LwQ",6.70073110954781,"Unf",4.8283137373023,936,"TA","Y","SBrkr",7.02908756414966,0,7.02908756414966,0,0,1,0,2,1,"TA",5,0,"Absent","Attchd",1,"Unf",1,286,"TA","TA","Y",0,0,0,0,"GdWo","6","2006","WD","Family",118000
"20","RL",4.52178857704904,9.41531995266272,"IR1","Lvl","FR2","Somerst","Norm","1Fam","1Story",7,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",5.54907608489522,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.25700270709207,1417,"Ex","Y","SBrkr",7.26473017792987,0,7.26473017792987,0,0,2,0,3,1,"Ex",6,0,"Absent","Attchd",1,"RFn",2,554,"TA","TA","Y",0,4.11087386417331,0,0,"Absent","7","2008","New","Partial",227680
"80","RL",4.33073334028633,9.18512512283512,"Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","TA","TA","Av","ALQ",5.99396142730657,"Rec",4.61512051684126,980,"Gd","Y","SBrkr",6.88857245956536,0,6.88857245956536,0,0,2,0,3,1,"TA",6,0,"Absent","Attchd",1,"Fin",1,384,"TA","TA","Y",4.23410650459726,0,0,0,"Absent","10","2006","WD","Normal",135500
"70","RL",4.97673374242057,9.97044502066101,"Reg","Lvl","Inside","BrkSide","Norm","1Fam","2Story",5,6,1923,2004,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",7.1777824161952,"Unf",2.77258872223978,1324,"Ex","Y","SBrkr",6.9782137426307,504,7.36327958696304,2,0,1,1,3,1,"Gd",6,1,"TA","Attchd",1,"RFn",2,528,"TA","TA","Y",0,5.74620319054015,0,0,"Absent","5","2009","WD","Normal",223500
"80","RL",4.45434729625351,9.50308461002023,"Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl",5,5,1966,1966,"Gable","VinylSd","VinylSd","BrkFace",6.95463886488099,"TA","TA","CBlock","TA","TA","Av","ALQ",6.24804287450843,"BLQ",5.9427993751267,1024,"TA","Y","SBrkr",6.99117688712121,0,6.99117688712121,1,0,1,0,3,1,"TA",6,1,"Gd","Attchd",1,"RFn",2,484,"TA","TA","Y",0,0,0,0,"GdWo","6","2006","WD","Normal",159950
"75","RM",4.51085950651685,8.99974278983049,"Reg","Lvl","Corner","OldTown","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","AsbShng","AsbShng","Absent",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",6.74523634948436,849,"TA","N","FuseA",6.98100574072173,1063,7.66809370908241,0,0,2,0,2,3,"TA",11,0,"Absent","Detchd",1,"Unf",2,360,"Fa","Po","N",3.71357206670431,5.05624580534831,0,0,"MnPrv","11","2009","WD","Normal",106000
"20","RL",4.36944785246702,9.224341891612,"Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story",6,6,1974,1999,"Hip","HdBoard","HdBoard","BrkFace",4.60517018598809,"TA","TA","CBlock","TA","TA","No","ALQ",6.49828214947643,"LwQ",0,1040,"Fa","Y","SBrkr",7.1777824161952,0,7.1777824161952,1,0,1,1,3,1,"Gd",5,1,"Fa","Attchd",1,"RFn",2,484,"TA","TA","Y",5.5834963087817,0,0,0,"GdPrv","1","2006","WD","Normal",181000
"120","RM",4.26267987704132,8.39818440483404,"Reg","Lvl","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",5.13579843705026,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.49677499018586,"Unf",5.23110861685459,848,"Ex","Y","SBrkr",6.74405918631135,0,6.74405918631135,1,0,1,0,1,1,"Gd",4,1,"Gd","Attchd",1,"Fin",2,420,"TA","TA","Y",4.94875989037817,0,0,0,"Absent","6","2008","ConLD","Normal",144500
"20","C",4.20469261939097,9.07257144223129,"Reg","Bnk","Inside","IDOTRR","Norm","1Fam","1Story",5,5,1952,1952,"Hip","Wd Sdng","Wd Sdng","Absent",0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",6.29341927884648,540,"TA","N","FuseA",6.95177216439891,0,6.95177216439891,0,0,1,0,2,1,"Fa",4,0,"Absent","Basment",1,"Unf",2,504,"TA","TA","N",0,0,0,0,"Absent","6","2010","WD","Alloca",55993
"20","RL",4.33073334028633,9.18512512283512,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",6,6,1958,1958,"Gable","MetalSd","MetalSd","BrkFace",5.4971682252932,"TA","TA","CBlock","TA","TA","No","Rec",6.4118182677099,"Unf",6.72743172485086,1442,"Gd","Y","SBrkr",7.27447955877387,0,7.27447955877387,0,0,1,1,4,1,"TA",7,0,"Absent","Attchd",1,"RFn",1,301,"TA","TA","Y",0,0,5.62040086571715,0,"Absent","4","2007","COD","Normal",157900
"50","RL",3.8286413964891,9.01784725986073,"Reg","Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","Stucco","Stucco","Absent",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.53233429222235,686,"Gd","Y","SBrkr",6.53233429222235,564,7.13169851046691,0,1,1,1,3,1,"Fa",7,0,"Absent","Detchd",1,"Unf",1,280,"TA","TA","P",5.33753807970132,0,4.57471097850338,0,"Absent","7","2006","WD","Normal",116000
"20","RL",3.89182029811063,9.4040963063958,"IR2","Lvl","CulDSac","CollgCr","Norm","1Fam","1Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",6.09356977004514,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.40853056689463,1649,"Ex","Y","SBrkr",7.41577697541539,0,7.41577697541539,0,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,598,"TA","TA","Y",0,3.55534806148941,0,0,"Absent","5","2010","WD","Normal",224900
"20","RL",4.30406509320417,9.34364673928441,"IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","BrkFace","BrkFace","Absent",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.18826412308259,"Unf",6.25958146406492,1008,"Gd","Y","SBrkr",6.91671502035361,0,6.91671502035361,0,0,1,0,2,1,"TA",4,1,"Gd","Attchd",1,"RFn",1,275,"TA","TA","Y",0,0,4.79579054559674,0,"Absent","7","2006","WD","Normal",137000
"20","RL",4.30406509320417,9.4929596500855,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CemntBd","CmentBd","BrkFace",5.00394630594546,"Gd","TA","PConc","Gd","TA","No","GLQ",7.10578612948127,"Unf",5.86078622346587,1568,"Ex","Y","SBrkr",7.43248380791712,0,7.43248380791712,1,0,2,0,3,1,"Gd",7,2,"Gd","Attchd",1,"RFn",3,857,"TA","TA","Y",5.01727983681492,4.0943445622221,0,0,"Absent","7","2008","WD","Normal",271000
"80","RL",4.39444915467244,9.08443695508703,"Reg","Lvl","Inside","ClearCr","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",4.39444915467244,"TA","TA","CBlock","TA","TA","Av","GLQ",6.22455842927536,"Unf",6.22851100359118,1010,"Gd","Y","SBrkr",6.95939851213398,0,6.95939851213398,1,0,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"Unf",2,440,"TA","TA","Y",0,0,0,0,"MnPrv","6","2010","WD","Normal",155000
"120","RL",3.80666248977032,8.75966867102994,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","VinylSd","VinylSd","Stone",4.85981240436167,"Gd","TA","PConc","Gd","TA","Mn","GLQ",6.59850902861452,"Unf",6.4393503711001,1358,"Ex","Y","SBrkr",7.21450441415114,0,7.21450441415114,1,0,2,0,2,1,"Gd",6,1,"Gd","Attchd",1,"RFn",2,484,"TA","TA","Y",5.26269018890489,3.58351893845611,0,0,"Absent","6","2010","New","Partial",224000
"60","RL",4.29045944114839,8.88557929128298,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.68336094576627,798,"Ex","Y","SBrkr",6.68336094576627,842,7.40306109109009,0,0,2,1,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,595,"TA","TA","Y",0,3.8286413964891,0,0,"Absent","6","2008","WD","Normal",183000
"20","RM",4.11087386417331,8.69968140098951,"Reg","Bnk","Inside","OldTown","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","MetalSd","MetalSd","Absent",0,"Fa","TA","CBlock","Fa","TA","No","Unf",0,"Unf",6.84268328223842,936,"TA","N","SBrkr",6.84268328223842,0,6.84268328223842,0,0,1,0,2,1,"TA",4,0,"Absent","Detchd",1,"Unf",2,576,"TA","TA","Y",0,3.49650756146648,4.72738781871234,0,"Absent","2","2009","WD","Normal",93000
"60","RL",4.18965474202643,9.42504844446929,"IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",6.7428806357919,847,"Ex","Y","SBrkr",6.7428806357919,886,7.45818615734049,0,0,2,1,3,1,"Gd",7,1,"Gd","BuiltIn",1,"Fin",2,433,"TA","TA","Y",4.61512051684126,3.89182029811063,0,0,"Absent","10","2007","WD","Family",225000
"50","RL",4.11087386417331,9.20039104112251,"Reg","Lvl","Inside","SWISU","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.65801104587075,778,"TA","Y","SBrkr",6.85118492749374,545,7.30653139893951,0,0,2,0,3,1,"TA",7,1,"Gd","Detchd",1,"Unf",1,240,"TA","TA","Y",5.8171111599632,0,0,0,"GdWo","7","2009","WD","Normal",139500
"20","FV",4.40671924726425,9.32518576364522,"Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",7.30653139893951,1489,"Ex","Y","SBrkr",7.30653139893951,0,7.30653139893951,0,0,2,0,3,1,"Gd",7,1,"Gd","Attchd",1,"RFn",2,776,"TA","TA","Y",0,4.94875989037817,0,0,"Absent","6","2006","New","Partial",232600
"20","RL",4.74493212836325,9.60265269350605,"Reg","Lvl","Inside","NridgHt","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CemntBd","CmentBd","BrkFace",6.70563909486,"Ex","TA","PConc","Ex","TA","Av","GLQ",7.40062057737113,"Unf",6.09356977004514,2078,"Ex","Y","SBrkr",7.6425241342329,0,7.6425241342329,1,0,2,0,2,1,"Ex",7,1,"Gd","Attchd",1,"Fin",3,1220,"TA","TA","Y",5.24174701505964,3.8286413964891,0,0,"Absent","6","2008","New","Partial",385000
"45","RM",3.93182563272433,8.72111314776269,"Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","BrkTil","TA","TA","No","ALQ",6.66568371778241,"Unf",0,784,"Gd","Y","SBrkr",6.66568371778241,0,6.66568371778241,1,0,1,0,2,1,"Gd",5,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","Y",0,0,4.76217393479776,0,"Absent","5","2008","WD","Normal",109500
"20","RL",4.18965474202643,9.05134464048573,"IR1","Lvl","Inside","SawyerW","Norm","1Fam","1Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","GLQ",3.04452243772342,"Unf",7.26892012819372,1454,"Ex","Y","SBrkr",7.26892012819372,0,7.26892012819372,0,0,2,0,3,1,"Gd",6,1,"TA","Attchd",1,"RFn",2,527,"TA","TA","Y",5.67332326717149,3.68887945411394,0,0,"Absent","4","2009","WD","Normal",189000
"60","RL",4.39444915467244,10.2646175579351,"IR2","Low","CulDSac","ClearCr","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Plywood","Plywood","Absent",0,"TA","TA","PConc","TA","Gd","Gd","LwQ",5.52146091786225,"ALQ",0,1013,"TA","Y","SBrkr",7.05703698169789,966,7.66246781520024,0,1,2,1,3,1,"TA",7,0,"Absent","Attchd",1,"Fin",2,538,"TA","TA","Y",6.18826412308259,0,0,5.42053499927229,"Absent","6","2009","WD","Abnorml",185000
"160","FV",3.2188758248682,7.84188592898462,"Reg","Lvl","Inside","Somerst","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.39859493453521,600,"Ex","Y","SBrkr",6.25575004175337,623,7.10987946307227,0,0,2,1,2,1,"Gd",4,0,"Absent","Detchd",1,"RFn",2,480,"TA","TA","Y",0,5.11799381241676,0,0,"Absent","7","2006","WD","Normal",147400
"20","RL",4.39444915467244,9.38437770918244,"IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story",6,5,1957,1957,"Gable","HdBoard","HdBoard","BrkFace",5.96100533962327,"TA","TA","CBlock","TA","TA","No","Rec",6.94793706861497,"Unf",5.8664680569333,1392,"TA","Y","FuseA",7.23921497377981,0,7.23921497377981,1,0,1,1,3,1,"TA",6,2,"Gd","Attchd",1,"RFn",2,458,"TA","TA","Y",0,0,0,5.26269018890489,"Absent","6","2008","WD","Normal",166000
"160","FV",3.43398720448515,8.06495089174914,"Reg","Lvl","Inside","Somerst","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.39859493453521,600,"Ex","Y","SBrkr",6.25575004175337,600,7.09090982207998,0,0,2,1,2,1,"Gd",4,0,"Absent","Detchd",1,"RFn",2,480,"TA","TA","Y",0,5.11799381241676,0,0,"Absent","6","2006","WD","Normal",151000
"60","RL",3.80666248977032,9.1641917159502,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","2Story",7,6,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",5.41164605185504,"Gd","TA","PConc","Gd","TA","No","GLQ",6.18208490671663,"Unf",6.12905021006055,941,"Ex","Y","SBrkr",6.84800527457636,888,7.51207124583547,1,0,2,1,3,1,"Gd",7,1,"TA","Attchd",1,"RFn",2,613,"TA","TA","Y",5.26269018890489,3.68887945411394,0,0,"Absent","1","2010","WD","Normal",237000
"20","RL",4.61512051684126,9.21084024701783,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",6,6,1964,1964,"Gable","HdBoard","Plywood","BrkFace",5.19849703126583,"TA","TA","CBlock","TA","TA","No","Rec",5.28320372873799,"BLQ",6.88346258641309,1516,"TA","Y","SBrkr",7.32448997934853,0,7.32448997934853,0,0,1,1,3,1,"TA",6,0,"Absent","Attchd",1,"RFn",2,472,"TA","TA","Y",0,0,0,5.03043792139244,"Absent","2","2009","WD","Normal",167000
"20","RL",4.33073334028633,8.97157543975902,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,6,1961,1961,"Gable","VinylSd","VinylSd","BrkFace",4.91998092582813,"TA","TA","CBlock","TA","TA","No","Rec",6.35088571671474,"Unf",6.35088571671474,1144,"Gd","Y","SBrkr",7.04315991598834,0,7.04315991598834,1,0,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"Unf",2,456,"TA","TA","Y",0,0,0,0,"GdWo","9","2008","WD","Normal",139950
"20","RL",4.11087386417331,9.16962253869762,"Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story",4,7,1950,1995,"Gable","VinylSd","HdBoard","Absent",0,"TA","TA","CBlock","Gd","TA","No","BLQ",6.09356977004514,"Unf",6.4393503711001,1067,"TA","Y","SBrkr",6.97354301952014,0,6.97354301952014,0,0,2,0,2,1,"Gd",4,0,"Absent","Attchd",1,"Unf",2,436,"TA","TA","Y",5.67332326717149,0,0,0,"Absent","2","2010","WD","Normal",128000
"30","RM",4.51085950651685,8.99974278983049,"Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story",5,6,1948,1973,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","BrkTil","TA","TA","No","Rec",5.82600010738045,"Unf",7.10824413973154,1559,"Gd","Y","SBrkr",7.35244110024358,0,7.35244110024358,1,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",2,812,"TA","TA","Y",0,4.76217393479776,5.44241771052179,0,"GdWo","6","2007","COD","Normal",153500
"160","RM",3.09104245335832,7.42714413340862,"Reg","Lvl","Inside","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard","BrkFace",5.06890420222023,"TA","TA","CBlock","TA","TA","No","BLQ",5.80211837537706,"Unf",5.03695260241363,483,"TA","Y","SBrkr",6.18208490671663,504,6.89568269774787,1,0,1,1,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",1,264,"TA","TA","Y",0,0,0,0,"Absent","11","2008","WD","Normal",100000
"20","RL",4.33073334028633,9.16178018136081,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story",5,6,1995,2006,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.00306545878646,1099,"Ex","Y","SBrkr",7.00306545878646,0,7.00306545878646,0,0,1,1,3,1,"Gd",6,0,"Absent","Attchd",1,"Unf",1,352,"TA","TA","Y",5.63121178182137,0,0,0,"Absent","6","2008","WD","Normal",144000
"50","RL",4.26267987704132,9.37313926228127,"Reg","Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.8664680569333,"Unf",6.0330862217988,768,"Ex","Y","SBrkr",6.64509096950564,432,7.09090982207998,0,0,1,0,3,1,"TA",6,0,"Absent","Detchd",1,"Unf",1,240,"TA","TA","Y",0,0,0,0,"Absent","5","2008","WD","Normal",130500
"70","RH",4.11087386417331,9.40557815403668,"IR1","Lvl","Inside","SWISU","Norm","1Fam","2Story",6,8,1925,1950,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","BrkTil","TA","TA","No","BLQ",5.05624580534831,"Unf",6.24804287450843,672,"TA","N","SBrkr",6.69826805411541,672,7.30182234213793,0,0,2,0,4,1,"Fa",7,0,"Absent","Detchd",1,"Unf",1,400,"TA","TA","P",0,0,5.54126354515843,0,"Absent","3","2008","WD","Normal",140000
"70","RM",4.11087386417331,9.25349564229011,"Reg","Lvl","Inside","OldTown","Norm","1Fam","2Story",5,8,1904,2002,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",6.47850964220857,650,"Gd","Y","SBrkr",6.86589107488344,581,7.33953769540767,0,0,2,0,3,1,"Gd",8,1,"Po","Detchd",1,"Unf",2,686,"Gd","TA","P",4.26267987704132,4.36944785246702,4.23410650459726,0,"Absent","6","2008","WD","Normal",157500
"80","RL",4.4188406077966,9.10731047165664,"Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","HdBoard","HdBoard","BrkFace",5.21493575760899,"TA","TA","CBlock","TA","TA","Gd","Rec",5.74620319054015,"ALQ",5.62401750618734,1127,"TA","Y","SBrkr",7.06133436691044,0,7.06133436691044,1,0,1,1,3,1,"TA",6,0,"Absent","Attchd",1,"RFn",2,490,"Gd","Gd","Y",0,4.86753445045558,0,0,"GdPrv","5","2008","WD","Normal",174900
"90","RL",4.39444915467244,8.98732181285012,"Reg","Lvl","Corner","NAmes","Artery","Duplex","1Story",5,4,1961,1961,"Gable","BrkFace","BrkFace","Absent",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",7.49609734517596,1800,"Ex","N","SBrkr",7.49609734517596,0,7.49609734517596,0,0,2,0,6,2,"TA",10,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","Y",0,0,0,0,"Absent","7","2007","WD","Normal",141000
"50","RM",4.61512051684126,9.44667651707638,"IR1","Lvl","Inside","OldTown","Artery","1Fam","1.5Fin",5,8,1915,1950,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",6.77650699237218,876,"Gd","Y","SBrkr",6.77650699237218,540,7.25629723969068,0,0,1,1,4,1,"TA",7,1,"Gd","Detchd",1,"Unf",3,720,"TA","TA","Y",6.03787091992214,0,5.27299955856375,0,"Absent","6","2008","WD","Normal",153900
